1	1:257	2:290	3:93	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:291	3:93	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:257	2:291	3:93	4:110	5:71	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:291	3:93	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:257	2:290	3:94	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:70	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:52	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:256	2:291	3:93	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:255	2:291	3:93	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:21	8:79	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:71	6:51	7:21	8:79	9:27	10:19	
1	1:256	2:291	3:93	4:109	5:71	6:51	7:21	8:79	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:71	6:51	7:21	8:79	9:27	10:19	
1	1:256	2:290	3:93	4:110	5:71	6:51	7:21	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:21	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:109	5:71	6:51	7:22	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:109	5:71	6:51	7:22	8:80	9:27	10:19	
1	1:256	2:290	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:289	3:94	4:110	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:256	2:290	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:257	2:290	3:94	4:109	5:71	6:51	7:22	8:79	9:27	10:19	
1	1:257	2:290	3:94	4:109	5:71	6:51	7:22	8:78	9:27	10:19	
