1	1:293	2:300	3:93	4:105	5:78	6:66	7:28	8:19	9:6	10:5	
1	1:293	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:293	2:300	3:94	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:293	2:301	3:94	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:293	2:300	3:94	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:293	2:300	3:94	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:293	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:293	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:6	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:291	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:291	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:291	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:291	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:78	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:77	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:77	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:77	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:77	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:77	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:77	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:77	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:77	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:77	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:105	5:77	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:104	5:77	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:104	5:78	6:66	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:104	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:300	3:93	4:104	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:291	2:299	3:93	4:104	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:291	2:299	3:93	4:104	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:299	3:93	4:104	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:299	3:93	4:104	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:299	3:93	4:104	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:299	3:92	4:104	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:299	3:92	4:104	5:78	6:67	7:28	8:19	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:67	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:67	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:67	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:67	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:67	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:67	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:67	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:66	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:66	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:66	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:66	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:91	4:105	5:78	6:66	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:91	4:105	5:78	6:66	7:28	8:18	9:5	10:5	
1	1:292	2:299	3:92	4:105	5:78	6:66	7:28	8:18	9:5	10:5	
1	1:291	2:299	3:92	4:105	5:78	6:66	7:28	8:18	9:5	10:5	
1	1:291	2:298	3:92	4:105	5:77	6:66	7:28	8:18	9:5	10:5	
1	1:291	2:298	3:92	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:299	3:92	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:291	2:299	3:92	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:299	3:92	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:299	3:92	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:298	3:91	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:298	3:91	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:298	3:91	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:298	3:91	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:298	3:91	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:298	3:91	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:298	3:91	4:105	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:298	3:91	4:104	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:298	3:91	4:104	5:77	6:66	7:28	8:18	9:4	10:5	
1	1:292	2:298	3:91	4:104	5:77	6:66	7:28	8:18	9:4	10:5	
