0 1:-0.523596 2:0.148649 3:-0.533487 4:-0.742529 5:-0.765487 6:-0.710692 
0 1:-0.568539 2:-0.653153 3:-0.806005 4:-0.65977 5:-0.637168 6:-0.710692 
0 1:0.0876404 2:0.0945946 3:0.0715935 4:-0.0896552 5:-0.0929204 6:-0.136268 
0 1:-0.0157303 2:0.0540541 3:-0.0484988 4:0.00689655 5:0.00884956 6:-0.0440252 
0 1:0.164045 2:-0.522523 3:-0.570439 4:-0.705747 5:-0.646018 6:-0.681342 
0 1:0.011236 2:0.0945946 3:-0.034642 4:-0.0436782 5:-0.0530973 6:-0.0985325 
0 1:0.0292135 2:-0.130631 3:-0.13164 4:-0.186207 5:-0.159292 6:-0.278826 
0 1:-0.555056 2:-0.567568 3:-0.602771 4:-0.618391 5:-0.672566 6:-0.828092 
0 1:-0.0382022 2:0.0675676 3:-0.13164 4:-0.236782 5:-0.172566 6:-0.324948 
0 1:0.0202247 2:0.0135135 3:-0.0854503 4:-0.0850575 5:-0.119469 6:-0.169811 
0 1:-0.537079 2:-0.540541 3:-0.644342 4:-0.747126 5:-0.831858 6:-0.878407 
0 1:-0.622472 2:-0.477477 3:-0.612009 4:-0.696552 5:-0.690265 6:-0.698113 
0 1:0.191011 2:0.148649 3:0.0300231 4:-0.0252874 5:-0.0221239 6:-0.0985325 
0 1:0.0966292 2:0.018018 3:-0.122402 4:0.0252874 5:-0.0575221 6:-0.0775681 
0 1:0.164045 2:-0.626126 3:-0.709007 4:-0.724138 5:-0.769912 6:-0.748428 
0 1:-0.352809 2:-0.531532 3:-0.47806 4:-0.645977 5:-0.707965 6:-0.748428 
0 1:-0.591011 2:-0.608108 3:-0.56582 4:-0.645977 5:-0.681416 6:-0.672956 
0 1:-0.222472 2:-0.162162 3:-0.150115 4:-0.213793 5:-0.159292 6:-0.236897 
0 1:0.00674157 2:-0.0135135 3:-0.127021 4:-0.190805 5:-0.207965 6:-0.333333 
0 1:0.0606742 2:0.112613 3:-0.0946882 4:-0.112644 5:-0.106195 6:-0.287212 
0 1:-0.447191 2:-0.599099 3:-0.644342 4:-0.756322 5:-0.734513 6:-0.748428 
0 1:0.0337079 2:0.027027 3:0.0254042 4:-0.0804598 5:-0.0309735 6:-0.115304 
0 1:-0.478652 2:-0.644144 3:-0.612009 4:-0.71954 5:-0.70354 6:-0.656184 
0 1:0.0337079 2:-0.00900901 3:-0.0300231 4:-0.218391 5:-0.225664 6:-0.253669 
0 1:0.653933 2:-0.018018 3:-0.0900693 4:-0.195402 5:-0.154867 6:-0.287212 
0 1:-0.0337079 2:-0.00900901 3:-0.0577367 4:-0.126437 5:-0.154867 6:-0.232704 
0 1:-0.496629 2:-0.698198 3:-0.736721 4:-0.664368 5:-0.774336 6:-0.735849 
0 1:-0.0696629 2:-0.0045045 3:-0.0161663 4:-0.163218 5:-0.247788 6:-0.232704 
0 1:-0.447191 2:-0.554054 3:-0.621247 4:-0.765517 5:-0.606195 6:-0.698113 
0 1:0.0247191 2:-0.018018 3:-0.0161663 4:-0.0666667 5:-0.0265487 6:-0.161426 
0 1:0.0337079 3:-0.0115473 4:-0.181609 5:-0.0973451 6:-0.27044 
0 1:0.137079 2:0.752252 3:-0.0115473 4:-0.0252874 5:-0.154867 6:-0.165618 
0 1:-0.00224719 2:0.0495495 3:0.690531 4:-0.167816 5:-0.190265 6:-0.199161 
0 1:0.689888 2:-0.108108 3:-0.145497 4:-0.0666667 5:-0.106195 6:-0.249476 
0 1:-0.357303 2:-0.477477 3:-0.625866 4:-0.678161 5:-0.743363 6:-0.731656 
0 1:0.0831461 2:0.0765766 3:-0.0531178 4:-0.163218 5:-0.0265487 6:-0.15304 
0 1:0.0741573 2:0.238739 3:-0.0484988 4:0.0114943 5:-0.0707965 6:-0.144654 
0 1:-0.204494 2:-0.0675676 3:-0.177829 4:-0.190805 5:-0.221239 6:-0.350105 
0 1:-0.011236 2:-0.00900901 3:-0.00692841 4:-0.126437 5:-0.172566 6:-0.236897 
0 1:-0.0382022 2:-0.018018 3:-0.108545 4:-0.282759 5:-0.265487 6:-0.295597 
0 1:-0.2 2:0.567568 3:-0.117783 4:-0.255172 5:-0.20354 6:-0.425577 
0 1:0.011236 2:0.0495495 3:0.00692841 4:-0.158621 5:-0.132743 6:-0.262055 
0 1:-0.586517 2:-0.527027 3:-0.792148 4:-0.714943 5:-0.716814 6:-0.765199 
0 1:0.119101 2:0.0405405 3:0.0854503 4:-0.0436782 5:-0.10177 6:-0.203354 
0 1:-0.725843 2:-0.472973 3:-0.584296 4:-0.733333 5:-0.756637 6:-0.811321 
0 1:0.101124 2:0.144144 3:0.122402 4:0.0850575 5:-0.0752212 6:-0.0566038 
0 1:0.101124 2:0.0540541 3:-0.0854503 4:-0.0206897 5:-0.0707965 6:-0.295597 
0 1:0.617978 2:-0.036036 3:-0.0207852 4:-0.172414 5:-0.123894 6:-0.387841 
0 1:0.694382 2:0.68018 3:0.699769 4:-0.0804598 5:-0.079646 6:-0.224319 
0 1:0.123596 2:0.63964 3:-0.0531178 4:-0.144828 5:-0.292035 6:-0.245283 
0 1:-0.00674157 3:-0.0484988 4:-0.149425 5:-0.176991 6:-0.303983 
0 1:-0.0516854 2:0.0540541 3:-0.00692841 4:-0.117241 5:-0.168142 6:-0.178197 
0 1:0.0831461 2:0.810811 3:0.154734 4:-0.016092 5:-0.079646 6:-0.0943396 
0 1:0.12809 2:0.0990991 3:0.0438799 4:-0.0758621 5:-0.0442478 6:-0.144654 
0 1:-0.510112 2:-0.477477 3:-0.528868 4:-0.747126 5:-0.685841 6:-0.748428 
0 1:0.0651685 2:0.0675676 3:0.00230947 4:-0.126437 5:-0.256637 6:-0.157233 
0 1:0.680899 2:0.00900901 3:-0.0715935 4:-0.163218 5:-0.154867 6:-0.27044 
0 1:-0.510112 2:-0.509009 3:-0.598152 4:-0.701149 5:-0.707965 6:-0.731656 
0 1:-0.905618 2:-0.527027 3:-0.672055 4:-0.714943 5:-0.769912 6:-0.752621 
0 1:0.0921348 2:0.693694 3:0.0762125 4:-0.163218 5:-0.10177 6:-0.161426 
0 1:0.0831461 2:0.0225225 3:0.0300231 4:-0.0436782 5:-0.181416 6:-0.199161 
0 1:-0.483146 2:-0.603604 3:-0.579677 4:-0.71954 5:-0.685841 6:-0.706499 
0 1:0.110112 2:-0.0495495 3:-0.039261 4:-0.0850575 5:-0.110619 6:-0.232704 
0 1:-0.523596 2:-0.603604 3:-0.533487 4:-0.774713 5:-0.646018 6:-0.744235 
0 1:0.164045 2:-0.648649 3:-0.56582 4:-0.682759 5:-0.721239 6:-0.740042 
0 1:-0.0741573 2:-0.0990991 3:-0.0762125 4:-0.218391 5:-0.168142 6:-0.21174 
0 1:0.00674157 2:-0.153153 3:-0.17321 4:-0.163218 5:-0.181416 6:-0.291405 
0 1:-0.510112 2:-0.567568 3:-0.778291 4:-0.678161 5:-0.752212 6:-0.744235 
0 1:-0.047191 2:-0.036036 3:-0.17321 4:-0.135632 5:-0.115044 6:-0.291405 
0 1:-0.110112 2:-0.193694 3:-0.136259 4:-0.2 5:-0.238938 6:-0.324948 
0 1:0.0561798 2:-0.0315315 3:-0.0115473 4:-0.172414 5:-0.163717 6:-0.283019 
0 1:0.0516854 2:-0.247748 3:-0.140878 4:-0.158621 5:-0.247788 6:-0.287212 
0 1:0.658427 2:0.644144 3:-0.039261 4:-0.209195 5:-0.154867 6:-0.32914 
0 1:0.123596 2:-0.166667 3:-0.284065 4:-0.213793 5:-0.323009 6:-0.354298 
0 1:-0.519101 2:-0.684685 3:-0.625866 4:-0.733333 5:-0.663717 6:-0.710692 
0 1:0.00674157 2:-0.0405405 3:-0.145497 4:-0.2 5:-0.20354 6:-0.287212 
0 1:-0.0921348 2:-0.153153 3:-0.307159 4:-0.282759 5:-0.340708 6:-0.308176 
0 1:-0.00224719 2:0.707207 3:0.0207852 4:-0.0850575 5:-0.146018 6:-0.169811 
0 1:-0.658427 2:-0.468468 3:-0.792148 4:-0.954023 5:0.190265 6:-0.811321 
0 1:-0.2 2:-0.036036 3:-0.163972 4:-0.241379 5:-0.247788 6:-0.350105 
0 1:-0.105618 2:-0.0225225 3:-0.154734 4:-0.255172 5:-0.212389 6:-0.295597 
0 1:-0.105618 2:-0.0315315 3:-0.113164 4:-0.0298851 5:-0.176991 6:-0.245283 
0 1:-0.523596 2:-0.5 3:-0.510393 4:-0.728736 5:-0.747788 6:-0.698113 
0 1:-0.635955 2:-0.509009 3:-0.473441 4:-0.650575 5:-0.641593 6:-0.710692 
0 1:-0.469663 2:-0.391892 3:-0.579677 4:-0.678161 5:-0.716814 6:-0.761006 
0 1:0.734831 2:0.027027 3:-0.039261 4:-0.0896552 5:-0.0973451 6:-0.220126 
0 1:0.00224719 2:-0.00900901 3:-0.108545 4:-0.0988506 5:-0.176991 6:-0.333333 
0 1:-0.0921348 2:0.666667 3:-0.0577367 4:-0.117241 5:-0.181416 6:-0.245283 
0 1:-0.0247191 2:-0.0720721 3:-0.0623557 4:-0.195402 5:-0.212389 6:-0.429769 
0 1:-0.474157 2:-0.603604 3:-0.561201 4:-0.724138 5:-0.743363 6:-0.811321 
0 1:-0.177528 2:0.581081 3:-0.182448 4:-0.227586 5:-0.283186 6:-0.341719 
0 1:0.0337079 2:0.0675676 3:-0.108545 4:-0.14023 5:-0.10177 6:-0.228512 
0 1:0.114607 2:0.112613 3:0.034642 4:-0.0850575 5:-0.0840708 6:-0.0943396 
0 1:0.685393 2:0.0315315 3:-0.0484988 4:-0.190805 5:-0.172566 6:-0.278826 
0 1:0.748315 3:0.0900693 4:-0.0758621 5:-0.19469 6:-0.194969 
0 1:-0.0426966 2:0.0765766 3:-0.034642 4:-0.2 5:-0.168142 6:-0.291405 
0 1:0.0292135 2:0.621622 3:-0.0808314 4:-0.14023 5:-0.207965 6:-0.324948 
0 1:0.114607 2:-0.00900901 3:-0.0300231 4:-0.126437 5:-0.199115 6:-0.308176 
0 1:0.676404 2:0.662162 3:-0.0161663 4:-0.135632 5:-0.199115 6:-0.337526 
0 1:0.150562 2:0.0720721 3:-0.039261 4:-0.00689655 5:-0.106195 6:-0.174004 
0 1:0.626966 2:-0.018018 3:-0.108545 4:-0.186207 5:-0.238938 6:-0.262055 
0 1:0.622472 2:0.608108 3:-0.0438799 4:-0.158621 5:-0.234513 6:-0.283019 
0 1:0.011236 2:-0.00900901 3:-0.127021 4:-0.2 5:-0.278761 6:-0.345912 
0 1:0.626966 2:-0.112613 3:0.00230947 4:-0.250575 5:-0.163717 6:-0.341719 
0 1:0.0876404 2:0.0765766 3:-0.0484988 4:-0.0942529 5:-0.19469 6:-0.274633 
0 1:0.0426966 2:0.0225225 3:-0.0577367 4:-0.177011 5:-0.269912 6:-0.266247 
0 1:-0.0516854 2:-0.117117 3:-0.200924 4:-0.241379 5:-0.269912 6:-0.392034 
0 1:0.164045 2:-0.459459 3:-0.718245 4:-0.701149 5:-0.716814 6:-0.69392 
0 1:0.649438 2:-0.0945946 3:0.0207852 4:-0.163218 5:-0.181416 6:-0.186583 
