0	1:117	2:111	3:65	4:55	5:140	6:98	7:35	8:42	9:42	10:32	
0	1:117	2:111	3:65	4:55	5:143	6:98	7:35	8:42	9:42	10:32	
0	1:120	2:107	3:62	4:52	5:140	6:98	7:35	8:42	9:42	10:32	
0	1:117	2:111	3:62	4:52	5:140	6:98	7:35	8:42	9:45	10:32	
0	1:117	2:111	3:62	4:52	5:140	6:98	7:35	8:42	9:45	10:32	
0	1:117	2:111	3:62	4:52	5:140	6:98	7:35	8:42	9:45	10:32	
0	1:120	2:111	3:62	4:55	5:137	6:94	7:35	8:42	9:45	10:32	
0	1:120	2:114	3:62	4:55	5:134	6:94	7:35	8:39	9:45	10:32	
0	1:120	2:114	3:62	4:55	5:137	6:94	7:35	8:39	9:42	10:32	
0	1:120	2:117	3:62	4:55	5:137	6:94	7:35	8:39	9:42	10:32	
0	1:111	2:114	3:62	4:52	5:134	6:94	7:35	8:39	9:42	10:32	
0	1:107	2:117	3:65	4:52	5:137	6:98	7:35	8:39	9:42	10:32	
0	1:111	2:114	3:68	4:55	5:137	6:98	7:35	8:39	9:42	10:32	
0	1:114	2:114	3:68	4:55	5:137	6:98	7:32	8:39	9:42	10:32	
0	1:117	2:114	3:68	4:52	5:134	6:98	7:32	8:39	9:42	10:32	
0	1:114	2:114	3:68	4:55	5:137	6:94	7:32	8:39	9:42	10:32	
0	1:117	2:117	3:68	4:55	5:134	6:94	7:32	8:39	9:42	10:32	
0	1:114	2:117	3:71	4:55	5:134	6:91	7:32	8:39	9:42	10:32	
0	1:114	2:114	3:68	4:52	5:134	6:94	7:32	8:39	9:42	10:32	
0	1:114	2:114	3:68	4:55	5:134	6:94	7:32	8:39	9:42	10:32	
0	1:117	2:111	3:65	4:55	5:134	6:94	7:32	8:39	9:42	10:32	
0	1:117	2:111	3:65	4:55	5:130	6:94	7:32	8:39	9:42	10:32	
0	1:117	2:107	3:68	4:55	5:127	6:94	7:32	8:39	9:42	10:32	
0	1:117	2:107	3:68	4:55	5:127	6:94	7:32	8:39	9:42	10:32	
0	1:117	2:104	3:68	4:55	5:124	6:98	7:32	8:39	9:42	10:32	
0	1:114	2:107	3:68	4:58	5:124	6:94	7:32	8:39	9:42	10:32	
0	1:117	2:107	3:65	4:55	5:124	6:94	7:32	8:39	9:42	10:32	
0	1:117	2:111	3:68	4:55	5:124	6:91	7:32	8:42	9:42	10:32	
0	1:117	2:111	3:68	4:55	5:127	6:94	7:32	8:42	9:42	10:32	
0	1:114	2:114	3:68	4:58	5:127	6:94	7:32	8:42	9:42	10:32	
0	1:117	2:111	3:71	4:55	5:130	6:94	7:32	8:42	9:42	10:32	
0	1:114	2:111	3:71	4:58	5:130	6:94	7:32	8:42	9:42	10:32	
0	1:114	2:111	3:71	4:58	5:127	6:98	7:32	8:42	9:42	10:32	
