0	1:291	2:261	3:46	4:61	5:93	6:62	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:61	5:93	6:62	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:61	5:93	6:62	7:11	8:13	9:11	10:9	
0	1:290	2:261	3:46	4:61	5:93	6:62	7:11	8:13	9:11	10:9	
0	1:290	2:261	3:46	4:61	5:93	6:62	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:61	5:93	6:61	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:61	5:93	6:61	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:61	5:93	6:61	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:61	5:93	6:61	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:60	5:93	6:61	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:60	5:93	6:61	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:60	5:92	6:61	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:60	5:92	6:61	7:11	8:13	9:11	10:9	
0	1:291	2:261	3:46	4:60	5:92	6:60	7:10	8:13	9:11	10:8	
0	1:291	2:261	3:46	4:60	5:92	6:60	7:10	8:13	9:11	10:8	
0	1:291	2:261	3:46	4:60	5:92	6:60	7:10	8:13	9:11	10:8	
0	1:291	2:261	3:46	4:60	5:92	6:60	7:10	8:13	9:11	10:8	
0	1:291	2:260	3:47	4:60	5:92	6:60	7:10	8:13	9:11	10:8	
0	1:291	2:260	3:47	4:60	5:92	6:60	7:10	8:13	9:11	10:8	
0	1:291	2:260	3:47	4:60	5:92	6:60	7:10	8:13	9:11	10:8	
0	1:290	2:260	3:47	4:60	5:92	6:60	7:10	8:13	9:10	10:7	
0	1:291	2:260	3:46	4:61	5:92	6:60	7:9	8:13	9:10	10:7	
0	1:291	2:260	3:46	4:61	5:92	6:60	7:9	8:13	9:10	10:7	
0	1:291	2:260	3:46	4:61	5:92	6:60	7:9	8:13	9:10	10:7	
0	1:290	2:260	3:46	4:61	5:92	6:60	7:9	8:13	9:10	10:7	
0	1:290	2:260	3:46	4:61	5:91	6:59	7:9	8:12	9:10	10:7	
0	1:290	2:260	3:45	4:61	5:91	6:59	7:9	8:12	9:10	10:7	
0	1:290	2:260	3:45	4:61	5:91	6:59	7:9	8:12	9:10	10:7	
0	1:290	2:260	3:46	4:61	5:91	6:59	7:9	8:12	9:10	10:7	
0	1:290	2:260	3:46	4:61	5:91	6:59	7:9	8:12	9:10	10:7	
0	1:290	2:260	3:46	4:61	5:91	6:60	7:9	8:12	9:10	10:6	
0	1:290	2:260	3:46	4:61	5:91	6:60	7:8	8:11	9:10	10:5	
0	1:291	2:260	3:45	4:61	5:91	6:60	7:8	8:11	9:10	10:5	
0	1:291	2:260	3:45	4:62	5:91	6:59	7:8	8:11	9:10	10:5	
0	1:291	2:260	3:45	4:62	5:91	6:59	7:8	8:11	9:10	10:5	
0	1:290	2:260	3:45	4:62	5:91	6:59	7:8	8:11	9:9	10:5	
0	1:290	2:260	3:45	4:62	5:91	6:59	7:8	8:11	9:9	10:5	
0	1:290	2:260	3:45	4:62	5:91	6:59	7:8	8:11	9:9	10:5	
