1	1:46	2:61	3:93	4:63	5:11	6:13	7:11	8:9	
1	1:46	2:62	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:62	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:62	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:61	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:61	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:61	5:11	6:13	7:11	8:9	
1	1:46	2:61	3:93	4:61	5:11	6:13	7:11	8:9	
1	1:46	2:60	3:93	4:61	5:11	6:13	7:11	8:9	
1	1:46	2:60	3:93	4:61	5:11	6:13	7:11	8:9	
1	1:46	2:60	3:92	4:61	5:11	6:13	7:11	8:9	
1	1:46	2:60	3:92	4:61	5:11	6:13	7:11	8:9	
1	1:46	2:60	3:92	4:60	5:10	6:13	7:11	8:8	
1	1:46	2:60	3:92	4:60	5:10	6:13	7:11	8:8	
1	1:46	2:60	3:92	4:60	5:10	6:13	7:11	8:8	
1	1:46	2:60	3:92	4:60	5:10	6:13	7:11	8:8	
1	1:47	2:60	3:92	4:60	5:10	6:13	7:11	8:8	
1	1:47	2:60	3:92	4:60	5:10	6:13	7:11	8:8	
1	1:47	2:60	3:92	4:60	5:10	6:13	7:11	8:8	
1	1:47	2:60	3:92	4:60	5:10	6:13	7:10	8:7	
1	1:46	2:61	3:92	4:60	5:9	6:13	7:10	8:7	
1	1:46	2:61	3:92	4:60	5:9	6:13	7:10	8:7	
1	1:46	2:61	3:92	4:60	5:9	6:13	7:10	8:7	
1	1:46	2:61	3:92	4:60	5:9	6:13	7:10	8:7	
1	1:46	2:61	3:91	4:59	5:9	6:12	7:10	8:7	
1	1:45	2:61	3:91	4:59	5:9	6:12	7:10	8:7	
1	1:45	2:61	3:91	4:59	5:9	6:12	7:10	8:7	
1	1:46	2:61	3:91	4:59	5:9	6:12	7:10	8:7	
1	1:46	2:61	3:91	4:59	5:9	6:12	7:10	8:7	
1	1:46	2:61	3:91	4:60	5:9	6:12	7:10	8:6	
1	1:46	2:61	3:91	4:60	5:8	6:11	7:10	8:5	
1	1:45	2:61	3:91	4:60	5:8	6:11	7:10	8:5	
1	1:45	2:62	3:91	4:59	5:8	6:11	7:10	8:5	
1	1:45	2:62	3:91	4:59	5:8	6:11	7:10	8:5	
1	1:45	2:62	3:91	4:59	5:8	6:11	7:9	8:5	
1	1:45	2:62	3:91	4:59	5:8	6:11	7:9	8:5	
1	1:45	2:62	3:91	4:59	5:8	6:11	7:9	8:5	
1	1:45	2:62	3:91	4:59	5:8	6:11	7:9	8:5	
1	1:45	2:62	3:91	4:59	5:8	6:10	7:9	8:5	
1	1:44	2:62	3:91	4:59	5:8	6:10	7:8	8:5	
1	1:44	2:62	3:91	4:59	5:8	6:10	7:8	8:5	
1	1:44	2:62	3:91	4:59	5:8	6:10	7:7	8:5	
1	1:44	2:62	3:91	4:59	5:8	6:10	7:7	8:5	
1	1:44	2:62	3:92	4:59	5:8	6:10	7:7	8:5	
1	1:44	2:61	3:92	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:92	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:92	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:92	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:92	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:92	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:10	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:9	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:9	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:9	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:9	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:9	7:7	8:4	
1	1:44	2:61	3:91	4:59	5:8	6:9	7:7	8:4	
1	1:44	2:62	3:91	4:59	5:8	6:9	7:7	8:4	
1	1:44	2:62	3:90	4:59	5:8	6:9	7:7	8:4	
1	1:44	2:62	3:90	4:59	5:8	6:9	7:7	8:4	
1	1:44	2:62	3:90	4:59	5:8	6:9	7:8	8:4	
1	1:44	2:62	3:90	4:59	5:8	6:9	7:8	8:4	
1	1:44	2:62	3:90	4:59	5:8	6:9	7:8	8:4	
1	1:44	2:62	3:90	4:59	5:8	6:9	7:8	8:4	
1	1:44	2:62	3:90	4:59	5:8	6:9	7:8	8:4	
1	1:44	2:62	3:90	4:59	5:8	6:9	7:8	8:4	
1	1:44	2:62	3:90	4:59	5:8	6:9	7:8	8:4	
1	1:44	2:62	3:90	4:59	5:8	6:9	7:8	8:4	
