1	1:284	2:301	3:172	4:94	5:94	6:90	7:84	8:104	9:96	10:102	
1	1:284	2:301	3:172	4:94	5:94	6:91	7:84	8:104	9:96	10:102	
1	1:284	2:301	3:172	4:93	5:94	6:91	7:84	8:103	9:96	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:103	9:96	10:102	
1	1:284	2:301	3:172	4:94	5:95	6:91	7:84	8:103	9:96	10:102	
1	1:284	2:301	3:172	4:94	5:95	6:91	7:84	8:103	9:96	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:103	9:96	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:103	9:96	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:104	9:96	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:104	9:96	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:103	9:96	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:103	9:96	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:103	9:96	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:103	9:97	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:103	9:97	10:102	
1	1:284	2:300	3:173	4:93	5:95	6:91	7:84	8:104	9:97	10:102	
1	1:284	2:301	3:172	4:93	5:95	6:91	7:84	8:104	9:97	10:102	
1	1:284	2:300	3:171	4:93	5:95	6:91	7:84	8:104	9:97	10:102	
1	1:284	2:300	3:172	4:93	5:95	6:91	7:84	8:104	9:97	10:102	
1	1:285	2:300	3:172	4:93	5:95	6:91	7:84	8:103	9:97	10:102	
1	1:285	2:300	3:172	4:93	5:95	6:91	7:84	8:103	9:97	10:102	
1	1:285	2:301	3:172	4:93	5:95	6:91	7:84	8:103	9:97	10:102	
1	1:285	2:300	3:171	4:93	5:95	6:91	7:84	8:103	9:97	10:102	
1	1:285	2:300	3:172	4:93	5:95	6:90	7:84	8:103	9:97	10:102	
1	1:285	2:300	3:172	4:93	5:94	6:91	7:84	8:103	9:97	10:102	
1	1:285	2:301	3:172	4:93	5:94	6:90	7:83	8:103	9:97	10:102	
